bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,tags
141,Ruby-Cookbook,Lucas-Carlson/Leonard-Richardson,3.84,0596523696,9780596523695,eng,873,166,4,7/29/2006,O'Reilly-Media,141 ruby-cookbook lucas-carlson/leonard-richardson 3.84 0596523696 9780596523695 eng 873 166 4 7/29/2006 o'reilly-media
142,Ruby-Ann's-Down-Home-Trailer-Park-Cookbook,Ruby-Ann-Boxcar,4.12,0806523492,9780806523491,eng,240,50,5,5/3/2005,Citadel,142 ruby-ann's-down-home-trailer-park-cookbook ruby-ann-boxcar 4.12 0806523492 9780806523491 eng 240 50 5 5/3/2005 citadel
144,Ruby-Ann's-Down-Home-Trailer-Park-BBQin'-Cookbook,Ruby-Ann-Boxcar,4.08,0806525363,9780806525365,eng,206,13,2,5/3/2005,Citadel,144 ruby-ann's-down-home-trailer-park-bbqin'-cookbook ruby-ann-boxcar 4.08 0806525363 9780806525365 eng 206 13 2 5/3/2005 citadel
147,Rails-Cookbook:-Recipes-for-Rapid-Web-Development-with-Ruby,Rob-Orsini,3.48,0596527314,9780596527310,eng,514,64,1,1/1/2007,O'Reilly-Media,147 rails-cookbook:-recipes-for-rapid-web-development-with-ruby rob-orsini 3.48 0596527314 9780596527310 eng 514 64 1 1/1/2007 o'reilly-media
151,Anna-Karenina,Leo-Tolstoy/Richard-Pevear/Larissa-Volokhonsky,4.05,0143035002,9780143035008,eng,838,16643,1851,5/31/2004,Penguin-Classics,151 anna-karenina leo-tolstoy/richard-pevear/larissa-volokhonsky 4.05 0143035002 9780143035008 eng 838 16643 1851 5/31/2004 penguin-classics
152,Anna-Karenina,Leo-Tolstoy/David-Magarshack/Priscilla-Meyer,4.05,0451528611,9780451528612,eng,960,109420,5696,11/5/2002,Signet,152 anna-karenina leo-tolstoy/david-magarshack/priscilla-meyer 4.05 0451528611 9780451528612 eng 960 109420 5696 11/5/2002 signet
153,Anna-Karenina,Leo-Tolstoy/Richard-Pevear/Larissa-Volokhonsky/John-Bayley,4.05,0140449175,9780140449174,eng,837,2904,309,1/30/2003,Penguin-Books,153 anna-karenina leo-tolstoy/richard-pevear/larissa-volokhonsky/john-bayley 4.05 0140449175 9780140449174 eng 837 2904 309 1/30/2003 penguin-books
154,CliffsNotes-on-Tolstoy's-Anna-Karenina,Marianne-Sturman/Leo-Tolstoy,3.85,0822001837,9780822001836,eng,80,16,3,11/26/1965,Cliffs-Notes,154 cliffsnotes-on-tolstoy's-anna-karenina marianne-sturman/leo-tolstoy 3.85 0822001837 9780822001836 eng 80 16 3 11/26/1965 cliffs-notes
155,Anna-Karenina,Leo-Tolstoy/Amy-Mandelker/Constance-Garnett,4.05,1593080271,9781593080273,eng,803,9564,726,7/1/2003,Barnes-&-Noble-Classics,155 anna-karenina leo-tolstoy/amy-mandelker/constance-garnett 4.05 1593080271 9781593080273 eng 803 9564 726 7/1/2003 barnes-&-noble-classics
156,Anna-Karenina,Leo-Tolstoy/Louise-Maude/Aylmer-Maude,4.05,0486437965,9780486437965,eng,752,474,72,11/23/2004,Dover-Publications,156 anna-karenina leo-tolstoy/louise-maude/aylmer-maude 4.05 0486437965 9780486437965 eng 752 474 72 11/23/2004 dover-publications
157,Anna-Karenina,Leo-Tolstoy/Constance-Garnett/Amy-Mandelker,4.05,1593081774,9781593081775,eng,803,303,48,8/26/2004,Barnes-&-Noble,157 anna-karenina leo-tolstoy/constance-garnett/amy-mandelker 4.05 1593081774 9781593081775 eng 803 303 48 8/26/2004 barnes-&-noble
159,Dinner-with-Anna-Karenina,Gloria-Goldreich,2.99,0778322270,9780778322276,eng,360,411,65,1/28/2006,Mira-Books,159 dinner-with-anna-karenina gloria-goldreich 2.99 0778322270 9780778322276 eng 360 411 65 1/28/2006 mira-books
160,Tolstoy:-Anna-Karenina,Anthony-Thorlby,4.19,0521313252,9780521313254,eng,128,1204,33,11/26/1987,Cambridge-University-Press,160 tolstoy:-anna-karenina anthony-thorlby 4.19 0521313252 9780521313254 eng 128 1204 33 11/26/1987 cambridge-university-press
162,Untouchable,Mulk-Raj-Anand/E.M.-Forster,3.71,0140183957,9780140183955,eng,160,3429,279,7/3/1990,Penguin-Books,162 untouchable mulk-raj-anand/e.m.-forster 3.71 0140183957 9780140183955 eng 160 3429 279 7/3/1990 penguin-books
163,The-Untouchable,John-Banville,3.95,0679767479,9780679767473,eng,367,2163,216,6/30/1998,Vintage,163 the-untouchable john-banville 3.95 0679767479 9780679767473 eng 367 2163 216 6/30/1998 vintage
164,The-Untouchables,Eliot-Ness/Oscar-Fraley,3.89,1568491980,9781568491981,eng,256,613,31,2/1/1996,Buccaneer-Books,164 the-untouchables eliot-ness/oscar-fraley 3.89 1568491980 9781568491981 eng 256 613 31 2/1/1996 buccaneer-books
165,Untouchables:-My-Family's-Triumphant-Journey-Out-of-the-Caste-System-in-Modern-India,Narendra-Jadhav,3.82,0743270797,9780743270793,en-US,320,308,40,9/27/2005,Scribner,165 untouchables:-my-family's-triumphant-journey-out-of-the-caste-system-in-modern-india narendra-jadhav 3.82 0743270797 9780743270793 en-us 320 308 40 9/27/2005 scribner
166,Dalit:-The-Black-Untaouchables-of-India,V.T.-Rajshekar/Y.N.-Kly,4.2,0932863051,9780932863058,eng,100,10,0,1/28/1995,Clarity-Press,166 dalit:-the-black-untaouchables-of-india v.t.-rajshekar/y.n.-kly 4.2 0932863051 9780932863058 eng 100 10 0 1/28/1995 clarity-press
168,Growing-Up-Untouchable-in-India:-A-Dalit-Autobiography,Vasant-Moon/Gail-Omvedt/Eleanor-Zelliot,3.65,0742508803,9780742508804,eng,224,16,4,12/20/2000,Rowman-&-Littlefield-Publishers,168 growing-up-untouchable-in-india:-a-dalit-autobiography vasant-moon/gail-omvedt/eleanor-zelliot 3.65 0742508803 9780742508804 eng 224 16 4 12/20/2000 rowman-&-littlefield-publishers
171,The-Evidence-Based-Social-Work-Skills-Book,Barry-R.-Cournoyer,3.4,0205358624,9780205358625,eng,216,10,0,9/22/2003,Pearson,171 the-evidence-based-social-work-skills-book barry-r.-cournoyer 3.4 0205358624 9780205358625 eng 216 10 0 9/22/2003 pearson
177,"A-Wrinkle-in-Time:-A-Guide-for-Using-""A-Wrinkle-in-Time""-in-the-Classroom",John-Carratello/Patty-Carratello/Theresa-Wright,4.0,1557344035,9781557344038,eng,48,17,0,9/28/1991,Teacher-Created-Resources,"177 a-wrinkle-in-time:-a-guide-for-using-""a-wrinkle-in-time""-in-the-classroom john-carratello/patty-carratello/theresa-wright 4.0 1557344035 9781557344038 eng 48 17 0 9/28/1991 teacher-created-resources"
180,Wrinkles-in-Time,George-Smoot/Keay-Davidson,4.01,0380720442,9780380720446,eng,360,1035,23,10/1/1994,Harper-Perennial,180 wrinkles-in-time george-smoot/keay-davidson 4.01 0380720442 9780380720446 eng 360 1035 23 10/1/1994 harper-perennial
181,A-Wrinkle-in-Time:-With-Related-Readings-(A-Wrinkle-in-Time-Quintet-#1),Madeleine-L'Engle,4.0,0821925326,9780821925324,eng,250,36,6,5/1/2002,EMC/Paradigm-Publishing,181 a-wrinkle-in-time:-with-related-readings-(a-wrinkle-in-time-quintet-#1) madeleine-l'engle 4.0 0821925326 9780821925324 eng 250 36 6 5/1/2002 emc/paradigm-publishing
182,Literature-Circle-Guide:-A-Wrinkle-in-Time,Tara-MacCarthy,3.6,043927169X,9780439271691,eng,32,15,0,1/1/2002,Teaching-Resources,182 literature-circle-guide:-a-wrinkle-in-time tara-maccarthy 3.6 043927169x 9780439271691 eng 32 15 0 1/1/2002 teaching-resources
201,Una-arruga-en-el-tiempo-–-A-Wrinkle-in-Time,Madeleine-L'Engle,4.0,0606105263,9780606105262,spa,205,6,1,6/1/1984,Turtleback-Books,201 una-arruga-en-el-tiempo-–-a-wrinkle-in-time madeleine-l'engle 4.0 0606105263 9780606105262 spa 205 6 1 6/1/1984 turtleback-books
204,The-Long-Shadow-(The-Morland-Dynasty--#6),Cynthia-Harrod-Eagles,4.12,0751506435,9780751506433,eng,367,376,17,6/1/1994,Little--Brown-Book-Group,204 the-long-shadow-(the-morland-dynasty--#6) cynthia-harrod-eagles 4.12 0751506435 9780751506433 eng 367 376 17 6/1/1994 little--brown-book-group
205,A-Long-Shadow-(Inspector-Ian-Rutledge--#8),Charles-Todd,4.11,006078671X,9780060786717,eng,352,3086,237,1/3/2006,William-Morrow,205 a-long-shadow-(inspector-ian-rutledge--#8) charles-todd 4.11 006078671x 9780060786717 eng 352 3086 237 1/3/2006 william-morrow
207,Long-Way-Round:-Chasing-Shadows-Across-the-World,Ewan-McGregor/Charley-Boorman/Robert-Uhlig,3.94,0743499344,9780743499347,en-US,320,352,44,11/1/2005,Atria-Books,207 long-way-round:-chasing-shadows-across-the-world ewan-mcgregor/charley-boorman/robert-uhlig 3.94 0743499344 9780743499347 en-us 320 352 44 11/1/2005 atria-books
208,A-Shadow-in-Summer-(Long-Price-Quartet--#1),Daniel-Abraham,3.6,0765313405,9780765313409,eng,331,9852,633,3/7/2006,Tor-Books,208 a-shadow-in-summer-(long-price-quartet--#1) daniel-abraham 3.6 0765313405 9780765313409 eng 331 9852 633 3/7/2006 tor-books
213,New-Hope-for-the-Dead-(Hoke-Mosely-#2),Charles-Willeford/James-Lee-Burke,3.9,1400032490,9781400032495,eng,244,821,78,8/10/2004,Vintage-Crime/Black-Lizard,213 new-hope-for-the-dead-(hoke-mosely-#2) charles-willeford/james-lee-burke 3.9 1400032490 9781400032495 eng 244 821 78 8/10/2004 vintage-crime/black-lizard
214,Sideswipe:-A-Hoke-Moseley-Novel,Charles-Willeford/Lawrence-Block,4.05,1400032482,9781400032488,eng,215,731,72,3/8/2005,Vintage-Crime/Black-Lizard,214 sideswipe:-a-hoke-moseley-novel charles-willeford/lawrence-block 4.05 1400032482 9781400032488 eng 215 731 72 3/8/2005 vintage-crime/black-lizard
216,Miami-Blues-(Hoke-Moseley-#1),Charles-Willeford/Elmore-Leonard,3.94,1400032466,9781400032464,eng,191,2897,178,8/10/2004,Vintage-Crime/Black-Lizard,216 miami-blues-(hoke-moseley-#1) charles-willeford/elmore-leonard 3.94 1400032466 9781400032464 eng 191 2897 178 8/10/2004 vintage-crime/black-lizard
230,The-Burnt-Orange-Heresy-(Vintage-Crime/Black-Lizard),Charles-Willeford,3.89,0679732527,9780679732525,eng,144,98,11,10/3/1990,Vintage,230 the-burnt-orange-heresy-(vintage-crime/black-lizard) charles-willeford 3.89 0679732527 9780679732525 eng 144 98 11 10/3/1990 vintage
231,I-am-Charlotte-Simmons,Tom-Wolfe,3.42,0312424442,9780312424442,eng,738,20888,1688,8/30/2005,Picador-USA,231 i-am-charlotte-simmons tom-wolfe 3.42 0312424442 9780312424442 eng 738 20888 1688 8/30/2005 picador-usa
237,Poetry-for-Young-People:-Edward-Lear,Edward-Lear/Laura-Huliska-Beith/Edward-Mendelson,3.91,0806930772,9780806930770,eng,48,66,19,10/1/2001,Sterling,237 poetry-for-young-people:-edward-lear edward-lear/laura-huliska-beith/edward-mendelson 3.91 0806930772 9780806930770 eng 48 66 19 10/1/2001 sterling
244,The-Puffin-Book-of-Nonsense-Verse,Quentin-Blake,4.02,0140366601,9780140366600,eng,287,81,6,10/3/1996,Puffin,244 the-puffin-book-of-nonsense-verse quentin-blake 4.02 0140366601 9780140366600 eng 287 81 6 10/3/1996 puffin
245,Henry-Miller-on-Writing,Henry-Miller/Thomas-H.-Moore,4.22,0811201120,9780811201124,eng,217,981,52,2/1/1964,New-Directions-Publishing,245 henry-miller-on-writing henry-miller/thomas-h.-moore 4.22 0811201120 9780811201124 eng 217 981 52 2/1/1964 new-directions-publishing
247,Quiet-Days-in-Clichy,Henry-Miller,3.69,080213016X,9780802130167,eng,154,3381,141,1/13/1994,Grove-Press,247 quiet-days-in-clichy henry-miller 3.69 080213016x 9780802130167 eng 154 3381 141 1/13/1994 grove-press
249,Tropic-of-Cancer,Henry-Miller/Jiří-Níl,3.68,0802131786,9780802131782,eng,318,53206,2376,1/6/1994,Grove-Press,249 tropic-of-cancer henry-miller/jiří-níl 3.68 0802131786 9780802131782 eng 318 53206 2376 1/6/1994 grove-press
250,Tropic-of-Capricorn,Henry-Miller,3.78,0802151825,9780802151827,eng,348,14872,459,1/13/1994,Grove-Press,250 tropic-of-capricorn henry-miller 3.78 0802151825 9780802151827 eng 348 14872 459 1/13/1994 grove-press
251,Nexus-(The-Rosy-Crucifixion--#3),Henry-Miller,4.1,0802151787,9780802151780,eng,316,3261,58,1/13/1994,Grove-Press,251 nexus-(the-rosy-crucifixion--#3) henry-miller 4.1 0802151787 9780802151780 eng 316 3261 58 1/13/1994 grove-press
252,Sexus-(The-Rosy-Crucifixion--#1),Henry-Miller,3.98,0802151809,9780802151803,eng,506,7805,251,1/12/1994,Grove-Press,252 sexus-(the-rosy-crucifixion--#1) henry-miller 3.98 0802151809 9780802151803 eng 506 7805 251 1/12/1994 grove-press
253,The-Air-Conditioned-Nightmare,Henry-Miller,3.83,0811201066,9780811201063,eng,292,2699,142,1/17/1970,New-Directions,253 the-air-conditioned-nightmare henry-miller 3.83 0811201066 9780811201063 eng 292 2699 142 1/17/1970 new-directions
264,The-Portrait-of-a-Lady,Henry-James/Patricia-Crick,3.78,0141439637,9780141439631,eng,797,61640,1951,9/30/2003,Penguin-Classics,264 the-portrait-of-a-lady henry-james/patricia-crick 3.78 0141439637 9780141439631 eng 797 61640 1951 9/30/2003 penguin-classics
269,The-Portrait-of-a-Lady,Henry-James/Gabriel-Brownstein/Mary-Cregan,3.78,1593080964,9781593080969,eng,635,392,41,1/16/2004,Barnes--Noble-Classics,269 the-portrait-of-a-lady henry-james/gabriel-brownstein/mary-cregan 3.78 1593080964 9781593080969 eng 635 392 41 1/16/2004 barnes--noble-classics
277,Writing,Marguerite-Duras,3.75,1571290532,9781571290533,eng,91,778,44,5/6/1999,Brookline-Books,277 writing marguerite-duras 3.75 1571290532 9781571290533 eng 91 778 44 5/6/1999 brookline-books
278,The-War,Marguerite-Duras/Barbara-Bray,3.85,1565842219,9781565842212,eng,192,963,65,8/1/1994,The-New-Press,278 the-war marguerite-duras/barbara-bray 3.85 1565842219 9781565842212 eng 192 963 65 8/1/1994 the-new-press
280,The-Ravishing-of-Lol-Stein,Marguerite-Duras/Richard-Seever,3.66,0394743040,9780394743042,en-US,181,2057,128,3/12/1986,Pantheon,280 the-ravishing-of-lol-stein marguerite-duras/richard-seever 3.66 0394743040 9780394743042 en-us 181 2057 128 3/12/1986 pantheon
285,Love-Letters,Kahlil-Gibran/Suheil-Bushrui/Salma-H.-Al-Kuzbari,3.68,1851681825,9781851681822,eng,178,203,8,7/1/1999,One-World-(UK),285 love-letters kahlil-gibran/suheil-bushrui/salma-h.-al-kuzbari 3.68 1851681825 9781851681822 eng 178 203 8 7/1/1999 one-world-(uk)
288,Kahlil-Gibran:-His-Life-and-World,Jean-Gibran/جبران-خليل-جبران/Kahlil-Gibran,4.21,156656249X,9781566562492,eng,464,35,2,4/1/1998,Interlink-Publishing-Group,288 kahlil-gibran:-his-life-and-world jean-gibran/جبران-خليل-جبران/kahlil-gibran 4.21 156656249x 9781566562492 eng 464 35 2 4/1/1998 interlink-publishing-group
289,The-Beloved:-Reflections-on-the-Path-of-the-Heart,Kahlil-Gibran/John-Walbridge/Robin-Waterfield,4.19,014019553X,9780140195538,eng,102,328,16,1/1/1998,Penguin-Books,289 the-beloved:-reflections-on-the-path-of-the-heart kahlil-gibran/john-walbridge/robin-waterfield 4.19 014019553x 9780140195538 eng 102 328 16 1/1/1998 penguin-books
290,Jesus-the-Son-of-Man,Kahlil-Gibran/جبران-خليل-جبران,3.98,0394431243,9780394431246,eng,216,1308,82,2/21/1995,Knopf,290 jesus-the-son-of-man kahlil-gibran/جبران-خليل-جبران 3.98 0394431243 9780394431246 eng 216 1308 82 2/21/1995 knopf
291,The-Broken-Wings,Kahlil-Gibran/جبران-خليل-جبران/Anthony-Rizcallah-Ferris,3.92,0806501901,9780806501901,eng,132,6432,517,3/3/2003,Citadel,291 the-broken-wings kahlil-gibran/جبران-خليل-جبران/anthony-rizcallah-ferris 3.92 0806501901 9780806501901 eng 132 6432 517 3/3/2003 citadel
292,Sand-and-Foam,Kahlil-Gibran/جبران-خليل-جبران,4.08,067943920X,9780679439202,eng,100,3015,217,6/14/2011,Knopf,292 sand-and-foam kahlil-gibran/جبران-خليل-جبران 4.08 067943920x 9780679439202 eng 100 3015 217 6/14/2011 knopf
295,Treasure-Island,Robert-Louis-Stevenson,3.83,0753453800,9780753453803,eng,311,318753,6734,9/15/2001,Kingfisher,295 treasure-island robert-louis-stevenson 3.83 0753453800 9780753453803 eng 311 318753 6734 9/15/2001 kingfisher
296,Treasure-Island,Robert-Louis-Stevenson/Scott-McKowen,3.83,1402714572,9781402714573,en-US,213,420,42,10/1/2004,Sterling-Children's-Books,296 treasure-island robert-louis-stevenson/scott-mckowen 3.83 1402714572 9781402714573 en-us 213 420 42 10/1/2004 sterling-children's-books
297,Treasure-Island,Robert-Louis-Stevenson,3.83,1416500294,9781416500292,eng,245,5967,276,6/1/2005,Simon-&-Schuster,297 treasure-island robert-louis-stevenson 3.83 1416500294 9781416500292 eng 245 5967 276 6/1/2005 simon-&-schuster
298,Treasure-Island,Robert-Louis-Stevenson/N.C.-Wyeth/Timothy-Meis,3.83,0689854684,9780689854682,eng,64,104,14,7/1/2003,Atheneum-Books-for-Young-Readers,298 treasure-island robert-louis-stevenson/n.c.-wyeth/timothy-meis 3.83 0689854684 9780689854682 eng 64 104 14 7/1/2003 atheneum-books-for-young-readers
299,Treasure-Island,Robert-Louis-Stevenson/Milo-Winter,3.83,0517221144,9780517221143,en-US,272,56,4,9/3/2002,Gramercy-Books,299 treasure-island robert-louis-stevenson/milo-winter 3.83 0517221144 9780517221143 en-us 272 56 4 9/3/2002 gramercy-books
302,Treasure-Island-(Great-Illustrated-Classics),Deidre-S.-Laiken/A.J.-McAllister/Robert-Louis-Stevenson,4.05,1577658051,9781577658054,eng,232,91,16,1/31/2006,Abdo-Publishing-Company,302 treasure-island-(great-illustrated-classics) deidre-s.-laiken/a.j.-mcallister/robert-louis-stevenson 4.05 1577658051 9781577658054 eng 232 91 16 1/31/2006 abdo-publishing-company
313,100-Years-of-Lynchings,Ralph-Ginzburg,4.61,0933121180,9780933121188,eng,270,88,4,11/22/1996,Black-Classic-Press,313 100-years-of-lynchings ralph-ginzburg 4.61 0933121180 9780933121188 eng 270 88 4 11/22/1996 black-classic-press
324,Cien-años-de-soledad,Gabriel-García-Márquez,4.07,0785950109,9780785950103,spa,448,63,7,1/1/1990,French-&-European,324 cien-años-de-soledad gabriel-garcía-márquez 4.07 0785950109 9780785950103 spa 448 63 7 1/1/1990 french-&-european
330,On-Beyond-Zebra!,Dr.-Seuss,4.04,0394800842,9780394800844,eng,64,2815,164,9/12/1955,Random-House-Books-for-Young-Readers,330 on-beyond-zebra! dr.-seuss 4.04 0394800842 9780394800844 eng 64 2815 164 9/12/1955 random-house-books-for-young-readers
332,The-Wedding-Clause,Debbie-Raleigh,3.6,0821778250,9780821778258,eng,256,95,13,6/7/2005,Zebra,332 the-wedding-clause debbie-raleigh 3.6 0821778250 9780821778258 eng 256 95 13 6/7/2005 zebra
333,The-Zebra-Wall,Kevin-Henkes,3.44,0060733039,9780060733032,eng,147,217,24,2/15/2005,Greenwillow-Books,333 the-zebra-wall kevin-henkes 3.44 0060733039 9780060733032 eng 147 217 24 2/15/2005 greenwillow-books
337,El-perfume:-Historia-de-un-asesino,Patrick-Süskind,4.02,8432216062,9788432216060,spa,239,4136,255,6/1/2002,Booket,337 el-perfume:-historia-de-un-asesino patrick-süskind 4.02 8432216062 9788432216060 spa 239 4136 255 6/1/2002 booket
348,The-Door-Into-Summer,Robert-A.-Heinlein,4.01,0345413997,9780345413994,eng,304,17232,649,6/17/1997,Del-Rey,348 the-door-into-summer robert-a.-heinlein 4.01 0345413997 9780345413994 eng 304 17232 649 6/17/1997 del-rey
350,Stranger-in-a-Strange-Land,Robert-A.-Heinlein,3.92,0441788386,9780441788385,eng,528,251872,6241,10/1/1991,Ace,350 stranger-in-a-strange-land robert-a.-heinlein 3.92 0441788386 9780441788385 eng 528 251872 6241 10/1/1991 ace
354,To-Sail-Beyond-the-Sunset,Robert-A.-Heinlein,3.87,0441748600,9780441748600,en-US,434,10293,193,6/1/1988,Ace-Books,354 to-sail-beyond-the-sunset robert-a.-heinlein 3.87 0441748600 9780441748600 en-us 434 10293 193 6/1/1988 ace-books
355,Job:-A-Comedy-of-Justice,Robert-A.-Heinlein,3.78,0345316509,9780345316509,en-US,439,15970,438,10/12/1985,Del-Rey,355 job:-a-comedy-of-justice robert-a.-heinlein 3.78 0345316509 9780345316509 en-us 439 15970 438 10/12/1985 del-rey
356,Time-for-the-Stars-(Heinlein's-Juveniles--#10),Robert-A.-Heinlein,3.97,0765314932,9780765314932,eng,256,6898,200,8/8/2006,Tor-Books,356 time-for-the-stars-(heinlein's-juveniles--#10) robert-a.-heinlein 3.97 0765314932 9780765314932 eng 256 6898 200 8/8/2006 tor-books
357,The-Long-Dark-Tea-Time-of-the-Soul-(Dirk-Gently--#2),Douglas-Adams,4.06,0671742515,9780671742515,en-US,307,67803,1401,2/15/1991,Pocket-Books,357 the-long-dark-tea-time-of-the-soul-(dirk-gently--#2) douglas-adams 4.06 0671742515 9780671742515 en-us 307 67803 1401 2/15/1991 pocket-books
359,The-Salmon-of-Doubt-(Dirk-Gently--#3),Douglas-Adams,3.93,0345455290,9780345455291,eng,298,22091,746,4/26/2005,Del-Rey,359 the-salmon-of-doubt-(dirk-gently--#3) douglas-adams 3.93 0345455290 9780345455291 eng 298 22091 746 4/26/2005 del-rey
362,Wish-You-Were-Here:-The-Official-Biography-of-Douglas-Adams,Nick--Webb,4.14,0345476514,9780345476517,eng,368,2623,49,12/27/2005,Del-Rey,362 wish-you-were-here:-the-official-biography-of-douglas-adams nick--webb 4.14 0345476514 9780345476517 eng 368 2623 49 12/27/2005 del-rey
367,Douglas-Adams's-Starship-Titanic,Terry-Jones,3.6,0345368436,9780345368430,eng,256,885,84,10/27/1998,Ballantine-Books,367 douglas-adams's-starship-titanic terry-jones 3.6 0345368436 9780345368430 eng 256 885 84 10/27/1998 ballantine-books
377,Salmon-of-Doubt:-Hitchhiking-the-Galaxy-One-Last-Time,Douglas-Adams/Christopher-Cerf,3.93,1417622857,9781417622856,eng,336,5,0,7/1/2003,Turtleback-Books,377 salmon-of-doubt:-hitchhiking-the-galaxy-one-last-time douglas-adams/christopher-cerf 3.93 1417622857 9781417622856 eng 336 5 0 7/1/2003 turtleback-books
